#BGC Name	Family Number
HQB-179_Chr1.region003	96
HQB-179_Chr1.region004	97
HQB-179_Chr1.region005	98
HQB-180_Chr1.region001	99
HQB-355_Chr1.region001	99
HQB-181_c00001_NODE_1_...region001	100
HQB-181_c00001_NODE_1_...region002	101
HQB-181_c00001_NODE_1_...region003	102
HQB-181_c00001_NODE_1_...region004	103
HQB-181_c00002_NODE_2_...region001	104
HQB-181_c00003_NODE_3_...region001	105
HQB-118_c00003_NODE_3_...region001	106
HQB-127_c00001_NODE_1_...region002	106
HQB-181_c00003_NODE_3_...region002	106
HQB-181_c00003_NODE_3_...region003	107
HQB-181_c00003_NODE_3_...region004	108
HQB-174_c00002_NODE_2_...region001	112
HQB-19_NODE_2_...region001	112
HQB-200_c00002_NODE_2_...region001	116
HQB-200_c00002_NODE_2_...region002	117
HQB-200_c00002_NODE_2_...region003	118
HQB-200_c00003_NODE_3_...region001	119
HQB-200_c00004_NODE_4_...region001	120
HQB-200_c00005_NODE_5_...region001	121
HQB-200_c00005_NODE_5_...region002	122
HQB-200_c00005_NODE_5_...region003	123
HQB-200_c00005_NODE_5_...region004	124
HQB-200_c00005_NODE_5_...region005	125
HQB-200_c00006_NODE_6_...region001	126
HQB-200_c00009_NODE_9_...region001	127
HQB-200_c00010_NODE_10...region001	128
HQB-20_NODE_6_...region002	132
HQB-21_c00001_NODE_1_...region001	134
HQB-21_c00003_NODE_3_...region001	136
HQB-226_Chr1.region002	139
HQB-226_Chr1.region003	140
HQB-226_Chr1.region004	141
HQB-19_NODE_4_...region001	142
HQB-20_NODE_6_...region001	142
HQB-22_c00001_NODE_1_...region001	142
HQB-19_NODE_3_...region001	144
HQB-22_c00002_NODE_2_...region002	144
HQB-240_Chr1.region002	148
HQB-263_c00005_NODE_5_...region001	149
HQB-263_c00020_NODE_20...region001	150
HQB-267_c00001_NODE_1_...region001	151
HQB-267_c00002_NODE_2_...region001	152
HQB-267_c00003_NODE_3_...region001	153
HQB-267_c00003_NODE_3_...region002	154
HQB-267_c00005_NODE_5_...region001	155
HQB-267_c00005_NODE_5_...region002	156
HQB-267_c00006_NODE_6_...region001	157
HQB-267_c00006_NODE_6_...region002	158
HQB-267_c00006_NODE_6_...region003	159
HQB-267_c00020_NODE_20...region001	160
HQB-279_c00003_NODE_3_...region001	162
HQB-279_c00005_NODE_5_...region001	164
HQB-279_c00007_NODE_7_...region001	165
HQB-279_c00008_NODE_8_...region001	166
HQB-281_c00001_NODE_1_...region001	167
HQB-281_c00001_NODE_1_...region002	168
HQB-281_c00002_NODE_2_...region001	169
HQB-281_c00002_NODE_2_...region002	170
HQB-281_c00003_NODE_3_...region001	171
HQB-294_c00001_NODE_1_...region001	172
HQB-177_c00004_NODE_4_...region001	173
HQB-279_c00004_NODE_4_...region001	173
HQB-294_c00002_NODE_2_...region001	173
HQB-323_Chr1.region001	173
HQB-294_c00009_NODE_9_...region001	174
HQB-323_Chr1.region003	177
HQB-323_Chr1.region004	178
HQB-323_Chr1.region006	180
HQB-325_c00001_NODE_1_...region001	182
HQB-325_c00012_NODE_12...region001	183
HQB-452_c00006_NODE_6_...region001	183
HQB-465_Chr1.region004	183
HQB-325_c00014_NODE_14...region001	184
HQB-325_c00014_NODE_14...region002	185
HQB-325_c00033_NODE_33...region001	186
HQB-325_c00040_NODE_40...region001	187
HQB-325_c00043_NODE_43...region001	188
HQB-332_c00001_NODE_1_...region001	189
HQB-332_c00008_NODE_8_...region001	190
HQB-332_c00015_NODE_15...region001	191
HQB-332_c00017_NODE_17...region001	192
HQB-332_c00040_NODE_40...region001	193
HQB-345_c00002_NODE_2_...region001	195
HQB-345_c00007_NODE_7_...region001	197
HQB-347_c00001_NODE_1_...region001	199
HQB-347_c00002_NODE_2_...region001	200
HQB-347_c00003_NODE_3_...region001	201
HQB-347_c00003_NODE_3_...region002	202
HQB-347_c00005_NODE_5_...region001	203
HQB-34_c00005_NODE_5_...region001	205
HQB-34_c00008_NODE_8_...region001	206
HQB-355_Chr1.region002	208
HQB-361_c00001_NODE_1_...region001	209
HQB-361_c00002_NODE_2_...region001	210
HQB-361_c00003_NODE_3_...region001	212
HQB-372_c00001_NODE_1_...region001	212
HQB-473_c00002_NODE_2_...region001	212
HQB-372_c00016_NODE_16...region001	213
HQB-399_c00001_NODE_1_...region001	214
HQB-399_c00001_NODE_1_...region002	215
HQB-399_c00003_NODE_3_...region001	216
HQB-399_c00004_NODE_4_...region001	217
HQB-39_c00002_NODE_2_...region001	218
HQB-39_c00007_NODE_7_...region001	219
HQB-39_c00011_NODE_11...region001	220
HQB-39_c00013_NODE_13...region001	221
HQB-111_c00023_NODE_23...region001	222
HQB-150_c00102_NODE_10...region001	222
HQB-174_c00019_NODE_19...region001	222
HQB-19_NODE_25...region001	222
HQB-20_NODE_29...region001	222
HQB-21_c00019_NODE_19...region001	222
HQB-22_c00015_NODE_15...region001	222
HQB-39_c00031_NODE_31...region001	222
HQB-471_c00015_NODE_15...region001	222
HQB-410_c00002_NODE_2_...region001	223
HQB-410_c00002_NODE_2_...region002	224
HQB-410_c00003_NODE_3_...region001	225
HQB-410_c00003_NODE_3_...region002	226
HQB-410_c00006_NODE_6_...region001	227
HQB-410_c00006_NODE_6_...region002	228
HQB-410_c00007_NODE_7_...region001	229
HQB-410_c00009_NODE_9_...region001	230
HQB-410_c00011_NODE_11...region001	232
HQB-423_c00004_NODE_4_...region001	234
HQB-423_c00008_NODE_8_...region001	235
HQB-423_c00018_NODE_18...region001	236
HQB-428_c00007_NODE_7_...region001	237
HQB-428_c00010_NODE_10...region001	238
HQB-428_c00020_NODE_20...region001	239
HQB-429_c00001_NODE_1_...region001	240
HQB-429_c00001_NODE_1_...region002	241
HQB-429_c00002_NODE_2_...region001	242
HQB-55_c00022_NODE_22...region001	242
HQB-429_c00007_NODE_7_...region001	243
HQB-440_Chr1.region001	244
HQB-440_Chr1.region002	245
HQB-440_Chr1.region003	246
HQB-440_Chr1.region004	247
HQB-452_c00002_NODE_2_...region001	248
HQB-452_c00003_NODE_3_...region001	249
HQB-452_c00004_NODE_4_...region001	250
HQB-458_Chr1.region001	252
HQB-458_Chr1.region002	253
HQB-458_Chr1.region003	254
HQB-458_Chr1.region004	255
HQB-458_Chr1.region005	256
HQB-458_Chr1.region006	257
HQB-458_Chr1.region007	258
HQB-458_Chr1.region008	259
HQB-458_Chr1.region009	260
HQB-458_Chr1.region010	261
HQB-458_Chr1.region011	262
HQB-458_Chr1.region012	263
HQB-458_Chr1.region013	264
HQB-464_c00001_NODE_1_...region001	265
HQB-464_c00001_NODE_1_...region002	266
HQB-464_c00002_NODE_2_...region001	267
HQB-464_c00004_NODE_4_...region001	268
HQB-464_c00004_NODE_4_...region002	269
HQB-464_c00006_NODE_6_...region001	270
HQB-465_Chr1.region001	271
HQB-465_Chr1.region002	272
HQB-465_Chr1.region003	273
HQB-465_Chr1.region005	275
HQB-46_Chr1.region001	276
HQB-476_NZ_CP016268.1.region001	283
HQB-476_NZ_CP016268.1.region002	284
HQB-476_NZ_CP016268.1.region003	285
HQB-476_NZ_CP016268.1.region004	286
HQB-484_c00001_NODE_1_...region001	287
HQB-484_c00006_NODE_6_...region001	289
HQB-484_c00007_NODE_7_...region001	290
HQB-484_c00007_NODE_7_...region002	291
HQB-484_c00013_NODE_13...region001	292
HQB-491_c00001_NODE_1_...region001	293
HQB-491_c00001_NODE_1_...region002	294
HQB-491_c00001_NODE_1_...region003	295
HQB-491_c00004_NODE_4_...region001	296
HQB-491_c00004_NODE_4_...region002	297
HQB-107_c00015_NODE_15...region001	298
HQB-491_c00006_NODE_6_...region001	298
HQB-498_c00002_NODE_2_...region001	299
HQB-498_c00004_NODE_4_...region001	300
HQB-55_c00003_NODE_3_...region001	301
HQB-55_c00015_NODE_15...region001	302
HQB-5_region002	305
HQB-5_region004	307
HQB-70_Chr1.region001	309
HQB-70_Chr1.region002	310
HQB-70_Chr1.region003	311
HQB-136_Chr1.region004	312
HQB-172_c00008_NODE_8_...region001	312
HQB-187_c00011_NODE_11...region001	312
HQB-226_Chr1.region001	312
HQB-240_Chr1.region001	312
HQB-34_c00004_NODE_4_...region001	312
HQB-75_c00003_NODE_3_...region001	312
HQB-76_c00001_NODE_1_...region001	313
HQB-162_Chr1.region004	315
HQB-46_Chr1.region003	315
HQB-5_region003	315
HQB-76_c00004_NODE_4_...region001	315
HQB-86_c00002_NODE_2_...region001	315
HQB-88_c00008_NODE_8_...region001	315
HQB-90_c00001_NODE_1_...region001	315
HQB-5_region005	316
HQB-76_c00014_NODE_14...region001	316
HQB-86_c00005_NODE_5_...region001	316
HQB-90_c00009_NODE_9_...region001	316
HQB-86_c00001_NODE_1_...region001	317
HQB-162_Chr1.region006	319
HQB-46_Chr1.region004	319
HQB-5_region001	319
HQB-76_c00003_NODE_3_...region001	319
HQB-86_c00001_NODE_1_...region003	319
HQB-88_c00003_NODE_3_...region001	319
HQB-90_c00003_NODE_3_...region001	319
HQB-86_c00003_NODE_3_...region001	321
HQB-86_c00013_NODE_13...region001	324
HQB-88_c00009_NODE_9_...region001	328
HQB-86_c00001_NODE_1_...region002	331
HQB-90_c00003_NODE_3_...region002	331
HQB-90_c00007_NODE_7_...region001	332
HQB-162_Chr1.region001	334
HQB-86_c00010_NODE_10...region001	334
HQB-90_c00010_NODE_10...region001	334
HQB-91_c00002_NODE_2_...region001	336
HQB-91_c00003_NODE_3_...region001	337
HQB-91_c00004_NODE_4_...region001	338
HQB-94_c00006_NODE_6_...region001	339
HQB-94_c00009_NODE_9_...region001	340
HQB-484_c00001_NODE_1_...region002	341
HQB-94_c00019_NODE_19...region001	341
HQB-99_c00001_NODE_1_...region001	342
HQB-99_c00001_NODE_1_...region002	343
HQB-99_c00001_NODE_1_...region003	344
HQB-99_c00002_NODE_2_...region001	345
HQB-99_c00002_NODE_2_...region002	346
HQB-99_c00014_NODE_14...region001	348
OP50_c00001_NZ_CP05...region001	349
OP50_c00001_NZ_CP05...region002	350
